Variable,EMS_Code,Use,Media,Days,Samples,Notes,Phototoxic,Condition,MinimumLimit,MaximumLimit,Units,Statistic,WQG_Type,Reference,Reference Link,Overview Report Link,Technical Document Link
Molybdenum Total,MO-T,Agriculture - Irrigation,Water,30,5,For forage crops - well drained soil,,,,0.05,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
Monochlorobenzene,,Aquatic Life - Freshwater,Water,30,5,,,,,1.3,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Monochlorobenzene,,Aquatic Life - Marine,Water,30,5,,,,,25,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Naphthalene,PA14,Aquatic Life - Freshwater,Water,1,,,,,,1,ug/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/naphthalene-or.pdf,
Naphthalene,PA14,Aquatic Life - Freshwater,Sediment,30,5,sediment containing 1% organic carbon,,,,0.01,ug/g,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
Naphthalene,PA14,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.0346,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Naphthalene,PA14,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.391,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Naphthalene,PA14,Aquatic Life - Marine,Sediment,30,5,sediment containing 1% organic carbon,,,,0.01,ug/g,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
Naphthalene,PA14,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.0346,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Naphthalene,PA14,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,0.391,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Naphthalene,PA14,Aquatic Life - Freshwater,Water,30,5,,,,,1,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
Naphthalene,PA14,Aquatic Life - Marine,Water,30,5,,,,,1,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
Nickel Total,NI-T,Agriculture - Livestock,Water,30,5,,,,,1,mg/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Nickel Total,NI-T,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG; effect levels based on screening level concentration,,,,16,ug/g,mean,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for Arsenic, Cadmium, Chromium, Copper, Iron, Lead, Manganese, Mercury, Nickel, and Zinc. Water Resources Branch, Ontario Ministry of the Environment.",,,
Nickel Total,NI-T,Aquatic Life - Freshwater,Sediment,30,5,Upper SWQG; effect levels based on screening level concentration,,,,75,ug/g,mean,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for Arsenic, Cadmium, Chromium, Copper, Iron, Lead, Manganese, Mercury, Nickel, and Zinc. Water Resources Branch, Ontario Ministry of the Environment.",,,
Nickel Total,NI-T,Aquatic Life - Marine,Sediment,30,5,Lower SWQG; effect level based on National Status and Trends Program Approach,,,,30,ug/g,mean,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
Nickel Total,NI-T,Aquatic Life - Marine,Sediment,30,5,Upper SWQG; effect level based on National Status and Trends Program Approach,,,,50,ug/g,mean,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
Nickel Total,NI-T,Aquatic Life - Freshwater,Water,30,5,,,EMS_0107 <= 60,,25,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Nickel Total,NI-T,Aquatic Life - Freshwater,Water,30,5,,,EMS_0107 > 60 & EMS_0107 < 180,,exp(0.76 * log(EMS_0107) + 1.06),ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Nickel Total,NI-T,Aquatic Life - Freshwater,Water,30,5,,,EMS_0107 >= 180,,150,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Nickel Total,NI-T,Agriculture - Irrigation,Water,30,5,,,,,200,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Nickel Total,NI-T,Aquatic Life - Marine,Water,30,5,,,,,8.3,ug/L,mean,Working,"US Environmental Protection Agency. 1986.  Quality criteria for water 1986. (The Gold Book) Washington, DC (US): Office of Water Regulations and Standards. 477 p. EPA 440/5-86-001.",,,
Nitrate Total,"0110, 1110",Drinking Water,Water,1,,,,,,45,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Nitrate Total,"0110, 1110",Drinking Water,Water,1,,Reported as mg/L NO3-N (nitrate-N),,,,10,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Nitrate Total,"0110, 1110",Aquatic Life - Freshwater,Water,1,,,,,,32.8,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrate Total,"0110, 1110",Agriculture - Livestock,Water,1,,"When nitrate and nitrite are present, total nitrate plus nitrite-nitrogen should not exceed the nitrate WQG.",,,,100,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrate Total,"0110, 1110",Wildlife,Water,1,,"When nitrate and nitrite are present, total nitrate plus nitrite-nitrogen should not exceed the nitrate WQG.",,,,100,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrate Total,"0110, 1110",Aquatic Life - Freshwater,Water,30,5,,,,,3,mg/L,mean,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrate Total,"0110, 1110",Aquatic Life - Marine,Water,30,5,,,,,3.7,mg/L,mean,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrate Total,"0110, 1110",Recreation - Swimming,Water,1,,Reported as mg/L NO3-N (nitrate-N),,,,10,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
Nitrate Total,"0110, 1110",Recreation - Swimming,Water,1,,,,,,45,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
Nitrite Total,"1111, 0111",Drinking Water,Water,1,,,,,,3,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Nitrite Total,"1111, 0111",Drinking Water,Water,1,,Reported as mg/L NO2-N (nitrite-N),,,,1,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,1,,,,EMS_0104 < 2,,0.06,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,1,,,,EMS_0104 >= 2 & EMS_0104 < 4,,0.12,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,1,,,,EMS_0104 >= 4 & EMS_0104 < 6,,0.18,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,1,,,,EMS_0104 >= 6 & EMS_0104 < 8,,0.24,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,1,,,,EMS_0104 >= 8 & EMS_0104 <= 10,,0.3,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,1,,,,EMS_0104 > 10,,0.6,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Agriculture - Livestock,Water,1,,,,,,10,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Wildlife,Water,1,,,,,,10,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,30,5,,,EMS_0104 < 2,,0.02,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,30,5,,,EMS_0104 >= 2 & EMS_0104 < 4,,0.04,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,30,5,,,EMS_0104 >= 4 & EMS_0104 < 6,,0.06,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,30,5,,,EMS_0104 >= 6 & EMS_0104 < 8,,0.08,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,30,5,,,EMS_0104 >= 8 & EMS_0104 <= 10,,0.1,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Aquatic Life - Freshwater,Water,30,5,,,EMS_0104 > 10,,0.2,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
Nitrite Total,"1111, 0111",Recreation - Swimming,Water,1,,Reported as mg/L NO2-N (nitrite-N),,,,1,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
